number,origin kanji,kanji,reading,particle_before,particle_after,meaning,usefulness,components,labels,description
480,母,母親,ははおや,,,Mother,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/482-your-moms-%E6%AF%8D"">母</a> (your Moms) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/525-parentskindness-%E8%A6%AA"">親</a> (parents/kindness)
 = 母親 (Mother)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
480,母,父母,ちちはは,,,mama-papa,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1008-dad-%E7%88%B6"">父</a> (dad) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/482-your-moms-%E6%AF%8D"">母</a> (your Moms)
 = 父母 (mama-papa
)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/64"" title=""These words, while common, are baby-talk, so don't use them at work unless you work at some &quot;adult baby role-play&quot; place like my friend owns."">KIDS</a>",
482,毎,毎晩,まいばん,,,every night,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/484-every-%E6%AF%8E"">毎</a> (every) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1213-night-%E6%99%A9"">晩</a> (night)
 = 毎晩 (every night)",,
484,海,海岸,かいがん,,,coast / beach,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/486-ocean-%E6%B5%B7"">海</a> (ocean) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/831-shore-%E5%B2%B8"">岸</a> (shore)
 = 海岸 (coast / beach)",,"<p>the coast OR the beach! Unlike 浜辺 or 浜, 海岸 has a scientific meaning: the coastline, (regardless of if there's sand or not). You'll see 海岸 on maps or geography books. The useage of 海岸 is odd, even for Japanese. Where Americans will just say, ""Let's go to the beach!"", Japanese might suggest to their pals, ""海へ行こう！”（let's go to the ocean!) but ONLY ONCE THEY WERE ALREADY THERE, then they might specifically suggest going to the 海岸 - as opposed to other things to do by the sea. Weird!　</p>"
484,海,海外,かいがい,,,foreign countries,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/486-ocean-%E6%B5%B7"">海</a> (ocean) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/122-outside-%E5%A4%96"">外</a> (outside)
 = 海外 (foreign countries)",,"<p>accross the sea - foreign countries, basically.</p>"
484,海,海軍,かいぐん,,,navy,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/486-ocean-%E6%B5%B7"">海</a> (ocean) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1068-army-%E8%BB%8D"">軍</a> (army)
 = 海軍 (navy)",,"<p>in the kaiiiigun, you can sail the seven seeeeas, in the kaiiiigun, you can put yourself at eeeeease...</p>"
484,海,海底,かいてい,,,bottom of the ocean,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/486-ocean-%E6%B5%B7"">海</a> (ocean) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1160-bottom-%E5%BA%95"">底</a> (bottom)
 = 海底 (bottom of the ocean)",,
487,中,世の中,よのなか,,,the world,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1029-society-%E4%B8%96"">世</a> (society) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/489-middle-%E4%B8%AD"">中</a> (middle)
 = 世の中 (the world)",,"<p>the social, everyday world - more poetic than 世界。 Used in dramatic declarations like, ""I'm sick of this fuckin' world!"" ""I don't care about this life!"" ""Poor Kurt Cobain, he was just too sensitive for this cruel world!"" Also, usually implies JUST Japanese society.</p>"
487,中,真ん中,まんなか,,,the very center,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1304-really-%E7%9C%9F"">真</a> (really) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/489-middle-%E4%B8%AD"">中</a> (middle)
 = 真ん中 (the very center)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
487,中,中学校,ちゅうがっこう,,,middle school,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/489-middle-%E4%B8%AD"">中</a> (middle) + <a href=""http://www.kanjidamage.com/kanji/1624-knowledge-%E5%AD%A6"">学</a><a href=""http://www.kanjidamage.com/kanji/1011-school-%E6%A0%A1"">校</a> (school)
 = 中学校 (middle school)",,
487,中,中級,ちゅうきゅう,,の,intermediate-level,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/489-middle-%E4%B8%AD"">中</a> (middle) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/627-level-%E7%B4%9A"">級</a> (level)
 = 中級 (intermediate-level)",,
487,中,中,ちゅう,ｘｘｘ,,in the middle of xxx,★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/37"" title=""Suffix"">SUF</a>","<p>in the middle of doing XXX.</p> <p>
XXX is always a noun: 電話中　（電話中）means 'I'm on the phone right now!'</p>"
491,虫,泣き虫,なきむし,,,crybaby,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/152-cry-%E6%B3%A3"">泣</a> (cry) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/493-insizzect-%E8%99%AB"">虫</a> (insizzect)
 = 泣き虫 (crybaby)",,
491,虫,弱虫,よわむし,,,weakling,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1536-weak-%E5%BC%B1"">弱</a> (weak) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/493-insizzect-%E8%99%AB"">虫</a> (insizzect)
 = 弱虫 (weakling)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>","<p>weakling, gayrod</p>"
491,虫,虫歯,むしば,,,cavity,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/493-insizzect-%E8%99%AB"">虫</a> (insizzect) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1032-tooth-%E6%AD%AF"">歯</a> (tooth)
 = 虫歯 (cavity)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>","<p>a cavity (literally, 'bug tooth,' because parents would tell their kids, 'If you get a cavity, bugs will crawl in the hole and nest and lay eggs.')</p>"
491,虫,寄生虫,きせいちゅう,,,parasite,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/400-get-close-%E5%AF%84"">寄</a> (get close) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/473-life-birth-%E7%94%9F"">生</a> (life / birth) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/493-insizzect-%E8%99%AB"">虫</a> (insizzect)
 = 寄生虫 (parasite)",,"<p>parasite (literally, 'close living insect')</p>"
491,虫,害虫,がいちゅう,,,poisonous insect,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/462-damage-%E5%AE%B3"">害</a> (damage) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/493-insizzect-%E8%99%AB"">虫</a> (insizzect)
 = 害虫 (poisonous insect)",,
503,戸,江戸,えど,,,edo,★★★☆☆,,,<p>Edo (a period of Japan's history). 江戸時代  (えどじだい) = Edo Period.</p>
503,戸,戸籍,こせき,,,family register,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/505-door-%E6%88%B8"">戸</a> (door) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1545-family-register-%E7%B1%8D"">籍</a> (family register)
 = 戸籍 (family register)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",<p>family register - what Japanese use instead of a social security number for the purpose of verifying their identity.</p>
503,戸,戸棚,とだな,,,cupboard,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/505-door-%E6%88%B8"">戸</a> (door) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/347-shelf-%E6%A3%9A"">棚</a> (shelf)
 = 戸棚 (cupboard)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
510,毛,毛皮,けがわ,,,animal fur,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/512-fur-%E6%AF%9B"">毛</a> (fur) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1323-skin-%E7%9A%AE"">皮</a> (skin)
 = 毛皮 (animal fur)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",<p>animal fur - on a living animal OR on a fur coat</p>
510,毛,チン毛,ちんげ,,,men's pubicals,★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/1"" title=""abunai (危ない) means ‘dangerous!’"">ABU</a>",
510,毛,眉毛,まゆげ,,,eyebrows,★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
510,毛,マン毛,まんげ,,,ladies' pubicals,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1327-mama-%E3%83%9E"">マ</a> () + <a class=""component"" href=""http://www.kanjidamage.com/kanji/512-fur-%E6%AF%9B"">毛</a> (fur)
 = マン毛 (ladies' pubicals)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/1"" title=""abunai (危ない) means ‘dangerous!’"">ABU</a>",
510,毛,わき毛,わきげ,,,underarm hair,★☆☆☆☆,,,
514,靴,靴下,くつした,,,socks,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/515-shoe-%E9%9D%B4"">靴</a> (shoe) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/12-below-%E4%B8%8B"">下</a> (below)
 = 靴下 (socks)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
519,見,意見,いけん,,,opinion,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/157-meaning-%E6%84%8F"">意</a> (meaning) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/520-look-%E8%A6%8B"">見</a> (look)
 = 意見 (opinion)",,
519,見,見付ける,みつける,,,find,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/520-look-%E8%A6%8B"">見</a> (look) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/987-stick-to-%E4%BB%98"">付</a> (stick to)
 = 見付ける (find)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",<p>find (your car keys that you thought you'd lost)ー BOOBOO: you don't use 見つける about things you're discovering for the first time. That's 発見 (はっけん）!</p>
524,親,親切,しんせつ,,な,kind,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/525-parentskindness-%E8%A6%AA"">親</a> (parents/kindness) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/165-cut-important-%E5%88%87"">切</a> (cut / important)
 = 親切 (kind)",,"<p>kind, emphasis on action: specifically doing favors for people.</p>"
524,親,父親,ちちおや,,,father,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1008-dad-%E7%88%B6"">父</a> (dad) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/525-parentskindness-%E8%A6%AA"">親</a> (parents/kindness)
 = 父親 (father)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>","<p>father ー which is weeeird, since ""CHICHI"" is slang for breasts.</p>"
524,親,親友,しんゆう,,,best friend,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/525-parentskindness-%E8%A6%AA"">親</a> (parents/kindness) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1105-friend-%E5%8F%8B"">友</a> (friend)
 = 親友 (best friend)",,
524,親,親戚,しんせき,,,relatives,★★☆☆☆,,,<p>all living relatives even ones you have not met</p>
525,兄,兄弟,きょうだい,,,siblings,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/526-older-brother-%E5%85%84"">兄</a> (older brother) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/893-younger-brother-%E5%BC%9F"">弟</a> (younger brother)
 = 兄弟 (siblings)",,<p>siblings (not just brothers)</p>
532,買,買い物,かいもの,,する,shopping,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/533-buy-%E8%B2%B7"">買</a> (buy) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1201-animal-thing-%E7%89%A9"">物</a> (animal / thing)
 = 買い物 (shopping)",,
543,員,店員,てんいん,,,shop staff,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1132-shop-%E5%BA%97"">店</a> (shop) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/544-clerk-%E5%93%A1"">員</a> (clerk)
 = 店員 (shop staff)",,
543,員,全員,ぜんいん,,,all members,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/919-all-%E5%85%A8"">全</a> (all) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/544-clerk-%E5%93%A1"">員</a> (clerk)
 = 全員 (all members)",,<p>all the members of the group</p>
546,側,左側,ひだりがわ,,,left side,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1098-left-%E5%B7%A6"">左</a> (left) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/547-side-of-something-%E5%81%B4"">側</a> (side of something)
 = 左側 (left side)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
546,側,右側,みぎがわ,,,right side,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1097-right-%E5%8F%B3"">右</a> (right) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/547-side-of-something-%E5%81%B4"">側</a> (side of something)
 = 右側 (right side
)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
546,側,西側,にしがわ,,,west siiiiiiiiiiiiiiiiiiiiiiiiiiiide.,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/574-west-%E8%A5%BF"">西</a> (west) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/547-side-of-something-%E5%81%B4"">側</a> (side of something)
 = 西側 (west siiiiiiiiiiiiiiiiiiiiiiiiiiiide.)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",
559,魚,金魚,きんぎょ,,,goldfish,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/909-gold-%E9%87%91"">金</a> (gold) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/560-fish-%E9%AD%9A"">魚</a> (fish)
 = 金魚 (goldfish)",,
560,角,四角,しかく,,,a square,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/694-the-numeral-4-%E5%9B%9B"">四</a> (the numeral 4) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/561-horncorner-%E8%A7%92"">角</a> (horn/corner)
 = 四角 (a square)",,
